@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 {0,1,2}

@data
472,'2022/11/20 22:45:46:954',3,0.006373,-0.000523,-0.000105,0.135728,-1.275339,-2.69489,?,?
473,'2022/11/20 22:45:46:987',3,0.016391,0.001612,0.008413,0.135603,-1.27563,-2.694417,?,?
474,'2022/11/20 22:45:47:020',3,0.008335,-0.002723,0.016746,0.135585,-1.276949,-2.694535,?,?
475,'2022/11/20 22:45:47:054',3,0.008194,-0.001792,0.005891,0.13517,-1.27776,-2.69516,?,?
476,'2022/11/20 22:45:47:087',3,0.019533,0.001445,0.01301,0.134279,-1.278913,-2.69548,?,?
477,'2022/11/20 22:45:47:121',3,0.019717,0.003367,-0.003162,0.132893,-1.280172,-2.695726,?,?
478,'2022/11/20 22:45:47:207',3,0.01603,0.00285,-0.001713,0.1311,-1.281285,-2.695543,?,?
479,'2022/11/20 22:45:47:207',3,0.021226,0.006469,-0.003503,0.128696,-1.281547,-2.694865,?,?
480,'2022/11/20 22:45:47:221',3,0.009135,-0.00158,-0.001697,0.127027,-1.282857,-2.694624,?,?
481,'2022/11/20 22:45:47:254',3,0.006345,0.002612,-0.016142,0.125577,-1.283435,-2.693948,?,?
482,'2022/11/20 22:45:47:287',3,0.002107,-0.001399,0.002371,0.124425,-1.283939,-2.692245,?,?
483,'2022/11/20 22:45:47:321',3,-0.000102,-0.006841,0.00504,0.123616,-1.285188,-2.69108,?,?
484,'2022/11/20 22:45:47:354',3,0.003523,-0.001437,0.007032,0.122727,-1.286045,-2.69017,?,?
485,'2022/11/20 22:45:47:387',3,0.009268,-0.002008,0.01307,0.121598,-1.286474,-2.689312,?,?
486,'2022/11/20 22:45:47:421',3,0.012596,-0.00072,0.00271,0.120021,-1.287362,-2.689592,?,?
487,'2022/11/20 22:45:47:454',3,0.008846,0.00404,0.002615,0.118483,-1.288779,-2.688893,?,?
488,'2022/11/20 22:45:47:487',3,0.026939,0.000977,0.020686,0.116536,-1.289849,-2.688728,?,?
489,'2022/11/20 22:45:47:521',3,0.009005,0.005558,-0.007445,0.113651,-1.292511,-2.688856,?,?
490,'2022/11/20 22:45:47:554',3,0.007405,0.006849,0.009449,0.110882,-1.294114,-2.68811,?,?
491,'2022/11/20 22:45:47:587',3,0.020376,0.002611,0.010021,0.107033,-1.294433,-2.688853,?,?
492,'2022/11/20 22:45:47:620',3,0.018303,0.00064,0.003159,0.101661,-1.294142,-2.689932,?,?
493,'2022/11/20 22:45:47:654',3,0.000488,-0.008146,0.002361,0.0953,-1.292077,-2.692556,?,?
494,'2022/11/20 22:45:47:687',3,0.002979,-0.003033,0.00948,0.089371,-1.288798,-2.695741,?,?
495,'2022/11/20 22:45:47:720',3,-0.001296,-0.006659,-0.003003,0.08221,-1.28531,-2.699896,?,?
496,'2022/11/20 22:45:47:754',3,0.002983,-0.005144,0.002778,0.076947,-1.283153,-2.702541,?,?
497,'2022/11/20 22:45:47:787',3,0.036725,-0.000321,0.027817,0.072037,-1.282577,-2.704549,?,?
498,'2022/11/20 22:45:47:820',3,0.022185,-0.007686,0.014648,0.063524,-1.281872,-2.70918,?,?
499,'2022/11/20 22:45:47:854',3,0.001211,-0.002849,-0.027155,0.055055,-1.2816,-2.712736,?,?
500,'2022/11/20 22:45:47:886',3,0.00005,0.003593,-0.010329,0.049282,-1.2823,-2.713238,?,?
501,'2022/11/20 22:45:47:920',3,0.001455,-0.001282,-0.021039,0.042371,-1.282361,-2.711581,?,?
502,'2022/11/20 22:45:47:954',3,-0.019298,-0.011512,-0.002105,0.036516,-1.281634,-2.709608,?,?
503,'2022/11/20 22:45:47:987',3,0.006131,0.00051,-0.003476,0.033109,-1.282066,-2.708042,?,?
504,'2022/11/20 22:45:48:021',3,0.017397,-0.001592,0.005536,0.029005,-1.28203,-2.704788,?,?
505,'2022/11/20 22:45:48:054',3,0.002338,0.000666,0.008032,0.024473,-1.282487,-2.701461,?,?
506,'2022/11/20 22:45:48:088',3,-0.00071,-0.005002,0.001116,0.021137,-1.283533,-2.698914,?,?
507,'2022/11/20 22:45:48:120',3,0.014879,0.001688,0.016216,0.018077,-1.283524,-2.696442,?,?
508,'2022/11/20 22:45:48:154',3,0.025963,0.000289,-0.002022,0.013793,-1.285315,-2.694109,?,?
509,'2022/11/20 22:45:48:187',3,0.000047,-0.0033,-0.01755,0.010388,-1.287435,-2.689931,?,?
510,'2022/11/20 22:45:48:221',3,0.006803,0.003286,0.018623,0.007376,-1.28826,-2.686581,?,?
511,'2022/11/20 22:45:48:254',3,0.021438,-0.00089,0.006847,0.00207,-1.287469,-2.684827,?,?
512,'2022/11/20 22:45:48:288',3,-0.00384,-0.006514,-0.015408,-0.001998,-1.288143,-2.682353,?,?
513,'2022/11/20 22:45:48:320',3,-0.006356,0.002936,0.00632,-0.004861,-1.288952,-2.678871,?,?
514,'2022/11/20 22:45:48:354',3,0.008754,-0.002665,0.028167,-0.009303,-1.288469,-2.677165,?,?
515,'2022/11/20 22:45:48:387',3,-0.003106,-0.011876,-0.007351,-0.013006,-1.286688,-2.676839,?,?
516,'2022/11/20 22:45:48:421',3,0.005734,0.001578,0.01103,-0.013849,-1.287725,-2.675873,?,?
517,'2022/11/20 22:45:48:454',3,0.007742,0.003011,-0.003554,-0.014659,-1.288893,-2.674831,?,?
518,'2022/11/20 22:45:48:487',3,0.023278,-0.000303,0.031494,-0.016539,-1.289332,-2.674019,?,?
519,'2022/11/20 22:45:48:521',3,0.013885,-0.001894,-0.00134,-0.018985,-1.28841,-2.674804,?,?
520,'2022/11/20 22:45:48:554',3,0.017829,0.009189,-0.002255,-0.021498,-1.288173,-2.67449,?,?
521,'2022/11/20 22:45:48:587',3,0.003055,0.003546,-0.000539,-0.024182,-1.287495,-2.674244,?,?
522,'2022/11/20 22:45:48:620',3,0.012051,0.002288,-0.004437,-0.028004,-1.286234,-2.67522,?,?
523,'2022/11/20 22:45:48:654',3,0.010262,0.009649,-0.011191,-0.032165,-1.284425,-2.674492,?,?
524,'2022/11/20 22:45:48:687',3,0.003864,-0.00821,0.024355,-0.036034,-1.283454,-2.67423,?,?
525,'2022/11/20 22:45:48:720',3,0.015092,0.004039,-0.002507,-0.040406,-1.280735,-2.67536,?,?
526,'2022/11/20 22:45:48:754',3,0.011808,0.00203,0.001896,-0.04599,-1.276699,-2.676395,?,?
527,'2022/11/20 22:45:48:787',3,-0.007022,-0.005852,-0.002595,-0.050093,-1.273673,-2.67709,?,?
528,'2022/11/20 22:45:48:820',3,0.012362,0.001536,0.007361,-0.051587,-1.272795,-2.678148,?,?
529,'2022/11/20 22:45:48:854',3,0.021069,0.001485,0.000291,-0.054435,-1.272642,-2.678408,?,?
530,'2022/11/20 22:45:48:887',3,-0.002063,-0.004354,-0.012748,-0.056401,-1.273257,-2.676768,?,?
531,'2022/11/20 22:45:48:920',3,0.002411,0.001658,-0.011735,-0.057609,-1.274748,-2.674869,?,?
532,'2022/11/20 22:45:48:954',3,0.02546,0.01951,-0.014775,-0.058832,-1.276535,-2.670441,?,?
533,'2022/11/20 22:45:48:987',3,0.004585,-0.001917,0.005096,-0.061939,-1.278263,-2.665786,?,?
534,'2022/11/20 22:45:49:021',3,0.013721,0.011165,-0.024154,-0.064395,-1.282077,-2.661576,?,?
535,'2022/11/20 22:45:49:054',3,0.020268,0.005798,-0.003087,-0.068199,-1.284607,-2.654705,?,?
536,'2022/11/20 22:45:49:087',3,0.001041,-0.008051,0.003675,-0.071742,-1.28807,-2.648774,?,?
537,'2022/11/20 22:45:49:120',3,0.002986,-0.008177,0.029055,-0.074683,-1.289611,-2.645651,?,?
538,'2022/11/20 22:45:49:154',3,0.016226,-0.003925,0.01267,-0.07882,-1.29103,-2.644049,?,?
539,'2022/11/20 22:45:49:187',3,-0.012771,-0.015505,0.015826,-0.082417,-1.293529,-2.641963,?,?
540,'2022/11/20 22:45:49:221',3,0.000311,-0.000689,0.021382,-0.084453,-1.29499,-2.642209,?,?
541,'2022/11/20 22:45:49:254',3,-0.002846,0.005925,0.001059,-0.087356,-1.295826,-2.643224,?,?
542,'2022/11/20 22:45:49:287',3,0.003225,-0.004483,0.012522,-0.089762,-1.296971,-2.643837,?,?
543,'2022/11/20 22:45:49:320',3,0.009891,0.003638,-0.000968,-0.092257,-1.297323,-2.644718,?,?
544,'2022/11/20 22:45:49:354',3,0.005308,0.000338,0.003335,-0.094238,-1.298989,-2.644497,?,?
545,'2022/11/20 22:45:49:387',3,0.002655,-0.004019,-0.000361,-0.096852,-1.298238,-2.645907,?,?
546,'2022/11/20 22:45:49:420',3,0.014916,-0.000758,0.00033,-0.098206,-1.298802,-2.647099,?,?
547,'2022/11/20 22:45:49:454',3,0.007429,0.005652,-0.016523,-0.09914,-1.299611,-2.647194,?,?
548,'2022/11/20 22:45:49:487',3,0.013528,-0.00062,0.00632,-0.100704,-1.300156,-2.646336,?,?
549,'2022/11/20 22:45:49:525',3,-0.003252,-0.005728,0.006386,-0.102082,-1.299364,-2.647069,?,?
550,'2022/11/20 22:45:49:554',3,0.017532,0.0108,-0.011744,-0.102662,-1.299812,-2.647891,?,?
551,'2022/11/20 22:45:49:587',3,0.005204,0.000777,0.008392,-0.103687,-1.299454,-2.646683,?,?
552,'2022/11/20 22:45:49:620',3,0.011003,-0.001174,0.015757,-0.10436,-1.300395,-2.646575,?,?
553,'2022/11/20 22:45:49:654',3,0.001275,0.000776,-0.00013,-0.106066,-1.299695,-2.647278,?,?
554,'2022/11/20 22:45:49:687',3,0.005724,0.002971,0.011992,-0.106391,-1.299567,-2.647086,?,?
555,'2022/11/20 22:45:49:720',3,-0.001735,-0.006767,0.009181,-0.106624,-1.300009,-2.647492,?,?
556,'2022/11/20 22:45:49:753',3,-0.003967,-0.002446,0.002114,-0.105486,-1.300188,-2.64849,?,?
557,'2022/11/20 22:45:49:787',3,0.01005,0.000078,0.010873,-0.103577,-1.300418,-2.649698,?,?
558,'2022/11/20 22:45:49:820',3,-0.008659,-0.010909,0.00539,-0.10209,-1.299861,-2.652174,?,?
559,'2022/11/20 22:45:49:853',3,0.013944,0.002616,-0.003294,-0.099568,-1.299075,-2.655302,?,?
560,'2022/11/20 22:45:49:887',3,0.017853,0.006092,-0.002055,-0.096643,-1.300281,-2.65666,?,?
561,'2022/11/20 22:45:49:920',3,0.010585,-0.00036,0.004697,-0.094127,-1.301405,-2.658271,?,?
562,'2022/11/20 22:45:49:953',3,-0.012374,0.000485,-0.014863,-0.09006,-1.302254,-2.661046,?,?
563,'2022/11/20 22:45:49:987',3,0.008863,0.008352,-0.013355,-0.081659,-1.305931,-2.66097,?,?
564,'2022/11/20 22:45:50:020',3,0.009982,0.00369,0.020218,-0.076126,-1.307616,-2.661154,?,?
565,'2022/11/20 22:45:50:054',3,-0.0265,-0.009583,-0.023574,-0.07005,-1.304755,-2.662778,?,?
566,'2022/11/20 22:45:50:087',3,0.023916,0.005869,0.03471,-0.060727,-1.306067,-2.663903,?,?
567,'2022/11/20 22:45:50:120',3,0.000435,-0.003359,0.006276,-0.054823,-1.306274,-2.667214,?,?
568,'2022/11/20 22:45:50:154',3,-0.001576,-0.003319,0.009255,-0.046121,-1.30508,-2.672702,?,?
569,'2022/11/20 22:45:50:187',3,0.017864,0.009599,0.009969,-0.036277,-1.305857,-2.679397,?,?
570,'2022/11/20 22:45:50:221',3,0.035268,0.020665,-0.024673,-0.028533,-1.307069,-2.682803,?,?
571,'2022/11/20 22:45:50:254',3,0.006833,0.007512,0.007928,-0.023572,-1.307554,-2.682847,?,?
572,'2022/11/20 22:45:50:287',3,-0.006736,-0.00402,0.006456,-0.016472,-1.307188,-2.686403,?,?
573,'2022/11/20 22:45:50:320',3,-0.006436,0.014586,-0.030337,-0.007341,-1.30659,-2.68996,?,?
574,'2022/11/20 22:45:50:354',3,0.000997,0.007843,-0.013226,0.002762,-1.305753,-2.689127,?,?
575,'2022/11/20 22:45:50:387',3,0.003864,-0.003878,0.03417,0.015578,-1.304958,-2.689743,?,?
576,'2022/11/20 22:45:50:420',3,0.006175,0.005773,0.009497,0.02778,-1.302655,-2.693411,?,?
577,'2022/11/20 22:45:50:454',3,0.019827,0.011823,-0.002508,0.036871,-1.301176,-2.694073,?,?
578,'2022/11/20 22:45:50:487',3,0.009946,-0.005626,0.005267,0.04621,-1.29957,-2.694166,?,?
579,'2022/11/20 22:45:50:520',3,0.029439,0.01148,0.011186,0.053177,-1.299079,-2.694911,?,?
580,'2022/11/20 22:45:50:554',3,0.029094,0.020426,-0.007556,0.057246,-1.297974,-2.695298,?,?
581,'2022/11/20 22:45:50:587',3,0.003893,0.002904,-0.004581,0.060115,-1.296562,-2.693745,?,?
582,'2022/11/20 22:45:50:620',3,0.001967,-0.00243,-0.005678,0.06613,-1.29666,-2.692592,?,?
583,'2022/11/20 22:45:50:654',3,0.038575,0.010598,-0.003616,0.070471,-1.298178,-2.690853,?,?
584,'2022/11/20 22:45:50:687',3,-0.002864,-0.004034,0.008343,0.071114,-1.296486,-2.688608,?,?
585,'2022/11/20 22:45:50:720',3,-0.004417,-0.005298,0.008284,0.073289,-1.296042,-2.687555,?,?
586,'2022/11/20 22:45:50:756',3,0.020131,0.002312,0.004725,0.07578,-1.297313,-2.687046,?,?
587,'2022/11/20 22:45:50:787',3,0.021376,0.004424,0.007755,0.076367,-1.297164,-2.686144,?,?
588,'2022/11/20 22:45:50:820',3,0.006815,0.004018,0.004393,0.075883,-1.297132,-2.685277,?,?
589,'2022/11/20 22:45:50:853',3,0.020769,0.005478,-0.00032,0.075373,-1.297871,-2.684259,?,?
590,'2022/11/20 22:45:50:886',3,0.024004,0.002087,-0.001621,0.07231,-1.297859,-2.68175,?,?
591,'2022/11/20 22:45:50:920',3,0.015988,0.00079,0.001365,0.067155,-1.298426,-2.678497,?,?
592,'2022/11/20 22:45:50:957',3,0.023263,0.000884,0.009408,0.061562,-1.30054,-2.676068,?,?
593,'2022/11/20 22:45:50:987',3,0.010755,-0.000405,0.000549,0.054203,-1.302919,-2.67343,?,?
594,'2022/11/20 22:45:51:020',3,0.015039,0.002217,0.0033,0.046759,-1.304949,-2.67035,?,?
595,'2022/11/20 22:45:51:053',3,0.023601,0.002384,0.009781,0.038252,-1.306887,-2.667026,?,?
596,'2022/11/20 22:45:51:087',3,0.01352,-0.003924,0.019473,0.026184,-1.308633,-2.663745,?,?
597,'2022/11/20 22:45:51:120',3,0.022376,-0.009706,0.018329,0.012512,-1.311214,-2.661985,?,?
598,'2022/11/20 22:45:51:154',3,0.010513,-0.002779,0.000389,0.000669,-1.313819,-2.660248,?,?
599,'2022/11/20 22:45:51:186',3,-0.00419,-0.006724,0.008222,-0.011866,-1.316588,-2.658767,?,?
600,'2022/11/20 22:45:51:220',3,-0.005063,-0.002003,-0.014824,-0.023368,-1.316445,-2.658076,?,?
601,'2022/11/20 22:45:51:254',3,-0.013757,-0.004792,-0.014347,-0.031057,-1.316718,-2.656074,?,?
602,'2022/11/20 22:45:51:287',3,0.031387,0.001127,0.022353,-0.038753,-1.317608,-2.65407,?,?
603,'2022/11/20 22:45:51:320',3,-0.005147,-0.012852,-0.004509,-0.047492,-1.317217,-2.65451,?,?
604,'2022/11/20 22:45:51:354',3,-0.000734,0.00042,0.00142,-0.05269,-1.318546,-2.654817,?,?
605,'2022/11/20 22:45:51:387',3,0.028446,0.011581,-0.011197,-0.05904,-1.320377,-2.65395,?,?
606,'2022/11/20 22:45:51:420',3,0.008093,-0.009226,0.026042,-0.06986,-1.319416,-2.652401,?,?
607,'2022/11/20 22:45:51:454',3,-0.019969,-0.017839,-0.002735,-0.077594,-1.317215,-2.652649,?,?
608,'2022/11/20 22:45:51:486',3,0.005406,0.004773,0.009831,-0.083275,-1.318067,-2.653413,?,?
609,'2022/11/20 22:45:51:520',3,-0.026023,-0.000803,-0.036324,-0.086344,-1.317443,-2.653922,?,?
610,'2022/11/20 22:45:51:554',3,-0.025767,0.00319,-0.015649,-0.084925,-1.318488,-2.652307,?,?
611,'2022/11/20 22:45:51:588',3,-0.048748,-0.0154,-0.012415,-0.076525,-1.323433,-2.651322,?,?
612,'2022/11/20 22:45:51:620',3,-0.0312,-0.01364,0.005271,-0.057541,-1.334428,-2.652561,?,?
613,'2022/11/20 22:45:51:654',3,0.041102,0.008575,0.044048,-0.041333,-1.339059,-2.658211,?,?
614,'2022/11/20 22:45:51:686',3,0.005743,0.018337,-0.00316,-0.027168,-1.335484,-2.665958,?,?
615,'2022/11/20 22:45:51:721',3,-0.011518,-0.003885,-0.01227,-0.007197,-1.337182,-2.670645,?,?
616,'2022/11/20 22:45:51:753',3,0.020338,0.022917,-0.033282,0.011611,-1.342408,-2.67014,?,?
617,'2022/11/20 22:45:51:787',3,0.03723,0.024457,0.032988,0.025177,-1.342742,-2.668851,?,?
618,'2022/11/20 22:45:51:820',3,-0.011828,-0.00087,-0.016553,0.032369,-1.336949,-2.670397,?,?
619,'2022/11/20 22:45:51:853',3,-0.000724,0.009925,-0.019105,0.043524,-1.338249,-2.669362,?,?
620,'2022/11/20 22:45:51:887',3,0.051522,0.017294,0.028002,0.055882,-1.340927,-2.666519,?,?
621,'2022/11/20 22:45:51:920',3,-0.009394,-0.0043,-0.003858,0.064195,-1.3385,-2.66557,?,?
622,'2022/11/20 22:45:51:954',3,-0.019482,0.006022,-0.031103,0.080296,-1.341644,-2.661946,?,?
623,'2022/11/20 22:45:51:987',3,0.045132,0.02182,0.016838,0.095589,-1.344447,-2.65593,?,?
624,'2022/11/20 22:45:52:020',3,0.051349,0.005017,0.04179,0.102931,-1.34267,-2.652291,?,?
625,'2022/11/20 22:45:52:053',3,0.002249,-0.002769,0.009482,0.105459,-1.338232,-2.653763,?,?
626,'2022/11/20 22:45:52:087',3,0.017909,0.007738,-0.014169,0.109427,-1.337262,-2.654824,?,?
627,'2022/11/20 22:45:52:120',3,0.027999,0.01292,-0.002804,0.111694,-1.338074,-2.652851,?,?
628,'2022/11/20 22:45:52:153',3,0.003282,0.000506,0.003204,0.111623,-1.337053,-2.651906,?,?
629,'2022/11/20 22:45:52:187',3,0.021064,0.008946,0.006625,0.110888,-1.336471,-2.651267,?,?
630,'2022/11/20 22:45:52:221',3,0.002173,0.000469,-0.003578,0.109544,-1.336769,-2.6505,?,?
631,'2022/11/20 22:45:52:254',3,0.016712,-0.002587,0.011697,0.105994,-1.337002,-2.649342,?,?
632,'2022/11/20 22:45:52:287',3,0.007609,0.003681,0.003736,0.102908,-1.335939,-2.64955,?,?
633,'2022/11/20 22:45:52:320',3,0.006395,0.001671,-0.007691,0.10101,-1.337734,-2.648873,?,?
634,'2022/11/20 22:45:52:354',3,0.038498,0.013191,0.013606,0.095566,-1.338385,-2.646232,?,?
635,'2022/11/20 22:45:52:390',3,0.01715,0.004567,0.020567,0.085634,-1.337037,-2.6456,?,?
636,'2022/11/20 22:45:52:420',3,0.014168,-0.007912,-0.001164,0.074999,-1.337511,-2.646217,?,?
637,'2022/11/20 22:45:52:454',3,0.056122,0.027595,0.002255,0.059475,-1.340302,-2.643228,?,?
638,'2022/11/20 22:45:52:487',3,-0.022298,-0.005788,0.006442,0.042809,-1.338127,-2.640979,?,?
639,'2022/11/20 22:45:52:521',3,-0.016516,-0.012089,-0.011939,0.030488,-1.341003,-2.639554,?,?
640,'2022/11/20 22:45:52:554',3,0.018416,0.002143,-0.003929,0.020409,-1.342005,-2.637135,?,?
641,'2022/11/20 22:45:52:587',3,-0.035976,-0.012957,-0.008526,0.012327,-1.341664,-2.634534,?,?
642,'2022/11/20 22:45:52:620',3,-0.017522,-0.009974,0.015407,0.008963,-1.342949,-2.63274,?,?
643,'2022/11/20 22:45:52:654',3,-0.006828,0.00011,0.000571,0.006931,-1.342535,-2.634137,?,?
644,'2022/11/20 22:45:52:686',3,-0.030189,-0.006227,-0.014455,0.007109,-1.341465,-2.635017,?,?
645,'2022/11/20 22:45:52:720',3,-0.042985,0.003474,-0.025468,0.01321,-1.340083,-2.633928,?,?
646,'2022/11/20 22:45:52:753',3,-0.03629,-0.010116,0.005964,0.025745,-1.343193,-2.632741,?,?
647,'2022/11/20 22:45:52:787',3,-0.03398,-0.016636,0.007367,0.043482,-1.347471,-2.633023,?,?
648,'2022/11/20 22:45:52:821',3,0.023297,0.021217,0.034235,0.066554,-1.352201,-2.634744,?,?
649,'2022/11/20 22:45:52:853',3,0.01421,0.008465,0.01531,0.083651,-1.352593,-2.638592,?,?
650,'2022/11/20 22:45:52:887',3,-0.024771,-0.00101,-0.006694,0.096368,-1.348207,-2.643544,?,?
651,'2022/11/20 22:45:52:920',3,-0.028617,0.014941,-0.021573,0.11703,-1.343973,-2.648463,?,?
652,'2022/11/20 22:45:52:954',3,0.014992,0.006235,-0.012566,0.14044,-1.347488,-2.647767,?,?
653,'2022/11/20 22:45:52:986',3,0.01945,0.011943,-0.023448,0.160922,-1.349495,-2.644484,?,?
654,'2022/11/20 22:45:53:020',3,0.086847,0.04234,0.004743,0.178417,-1.35637,-2.635384,?,?
655,'2022/11/20 22:45:53:054',3,-0.002192,0.002393,0.044092,0.185073,-1.358108,-2.631105,?,?
656,'2022/11/20 22:45:53:087',3,-0.027556,-0.005613,0.004534,0.190203,-1.351017,-2.63561,?,?
657,'2022/11/20 22:45:53:120',3,0.001471,0.019841,0.008326,0.196425,-1.350928,-2.639411,?,?
658,'2022/11/20 22:45:53:154',3,-0.027376,0.028986,-0.03172,0.202627,-1.352585,-2.641546,?,?
659,'2022/11/20 22:45:53:187',3,-0.037817,-0.002225,-0.008257,0.20876,-1.35114,-2.640173,?,?
660,'2022/11/20 22:45:53:220',3,-0.02128,-0.011688,-0.000206,0.216579,-1.348527,-2.639845,?,?
661,'2022/11/20 22:45:53:253',3,0.038931,-0.000289,0.008731,0.226903,-1.348888,-2.638168,?,?
662,'2022/11/20 22:45:53:286',3,0.050631,0.015191,0.026553,0.23467,-1.349843,-2.637156,?,?
663,'2022/11/20 22:45:53:320',3,0.03127,0.010354,-0.014271,0.240274,-1.349304,-2.637045,?,?
664,'2022/11/20 22:45:53:353',3,0.062567,0.013399,0.022696,0.24393,-1.350605,-2.635605,?,?
665,'2022/11/20 22:45:53:387',3,0.028085,-0.004825,-0.003366,0.243799,-1.348823,-2.636811,?,?
666,'2022/11/20 22:45:53:420',3,0.073186,0.011057,-0.0041,0.24246,-1.348545,-2.636325,?,?
667,'2022/11/20 22:45:53:454',3,0.048086,0.005668,0.004825,0.236645,-1.350541,-2.633626,?,?
668,'2022/11/20 22:45:53:488',3,0.037205,0.006493,0.012555,0.228508,-1.351973,-2.630471,?,?
669,'2022/11/20 22:45:53:521',3,0.06275,0.011505,0.020318,0.217938,-1.35251,-2.629129,?,?
670,'2022/11/20 22:45:53:553',3,0.029042,-0.010134,0.002789,0.201742,-1.352154,-2.627295,?,?
671,'2022/11/20 22:45:53:586',3,0.043739,-0.010064,0.011993,0.186216,-1.352779,-2.624368,?,?
672,'2022/11/20 22:45:53:620',3,0.002932,-0.001891,0.013214,0.174112,-1.353204,-2.623399,?,?
673,'2022/11/20 22:45:53:654',3,0.016416,0.010263,-0.007882,0.159715,-1.353748,-2.623148,?,?
674,'2022/11/20 22:45:53:688',3,0.011075,0.004156,-0.02302,0.143811,-1.353969,-2.620756,?,?
675,'2022/11/20 22:45:53:724',3,0.000824,-0.0017,0.000432,0.130229,-1.355296,-2.617514,?,?
676,'2022/11/20 22:45:53:754',3,-0.043105,-0.011013,-0.028368,0.118137,-1.35675,-2.614336,?,?
677,'2022/11/20 22:45:53:786',3,0.003836,0.009658,-0.001488,0.110115,-1.361415,-2.608717,?,?
678,'2022/11/20 22:45:53:827',3,0.009825,0.008967,0.003441,0.099034,-1.362993,-2.604236,?,?
679,'2022/11/20 22:45:53:854',3,-0.056644,-0.015247,-0.002793,0.088123,-1.361919,-2.600231,?,?
680,'2022/11/20 22:45:53:887',3,-0.03486,-0.010452,0.025234,0.082859,-1.363239,-2.599329,?,?
681,'2022/11/20 22:45:53:921',3,0.004203,0.002105,-0.009514,0.079413,-1.363473,-2.599281,?,?
682,'2022/11/20 22:45:53:954',3,-0.019616,-0.006825,-0.009572,0.074528,-1.363612,-2.598229,?,?
683,'2022/11/20 22:45:53:987',3,-0.002979,-0.000865,0.011348,0.07189,-1.363684,-2.59684,?,?
684,'2022/11/20 22:45:54:020',3,0.018745,0.003424,0.024381,0.068832,-1.365023,-2.597559,?,?
685,'2022/11/20 22:45:54:053',3,0.017586,0.005932,-0.001072,0.063791,-1.364174,-2.599184,?,?
686,'2022/11/20 22:45:54:087',3,0.015444,0.011768,-0.022853,0.058952,-1.36429,-2.599207,?,?
687,'2022/11/20 22:45:54:120',3,-0.009933,0.007371,-0.019945,0.056702,-1.365151,-2.596225,?,?
688,'2022/11/20 22:45:54:153',3,-0.008346,0.000187,0.006422,0.058127,-1.368489,-2.59288,?,?
689,'2022/11/20 22:45:54:187',3,-0.020214,-0.00789,0.004528,0.061026,-1.370734,-2.592356,?,?
690,'2022/11/20 22:45:54:221',3,-0.038961,-0.010048,0.004052,0.066753,-1.372192,-2.593488,?,?
691,'2022/11/20 22:45:54:254',3,-0.030082,-0.002544,-0.003733,0.078882,-1.374342,-2.595889,?,?
692,'2022/11/20 22:45:54:286',3,-0.008946,0.006647,-0.000997,0.094403,-1.378506,-2.597097,?,?
693,'2022/11/20 22:45:54:320',3,-0.008616,-0.000219,-0.006768,0.10939,-1.380665,-2.59825,?,?
694,'2022/11/20 22:45:54:353',3,0.010686,0.01326,0.000061,0.12782,-1.382161,-2.601116,?,?
695,'2022/11/20 22:45:54:387',3,0.02764,0.021553,-0.013777,0.147392,-1.38464,-2.603734,?,?
696,'2022/11/20 22:45:54:421',3,0.110322,0.041924,0.000643,0.158368,-1.387354,-2.601213,?,?
697,'2022/11/20 22:45:54:453',3,0.007783,-0.01003,0.019922,0.164539,-1.388623,-2.597137,?,?
698,'2022/11/20 22:45:54:487',3,0.009872,0.001953,0.018407,0.171555,-1.389101,-2.596502,?,?
699,'2022/11/20 22:45:54:520',3,0.044633,0.024423,0.004416,0.175437,-1.39085,-2.595827,?,?
700,'2022/11/20 22:45:54:554',3,-0.010114,-0.006727,-0.011244,0.178221,-1.391252,-2.593516,?,?
701,'2022/11/20 22:45:54:586',3,0.006545,0.007607,0.005479,0.182399,-1.393795,-2.590207,?,?
702,'2022/11/20 22:45:54:620',3,0.011677,0.003128,0.015203,0.185013,-1.396746,-2.587898,?,?
703,'2022/11/20 22:45:54:653',3,0.004896,0.004416,-0.006394,0.187008,-1.395441,-2.587935,?,?
704,'2022/11/20 22:45:54:687',3,0.031269,0.010349,-0.002484,0.188465,-1.396145,-2.586514,?,?
705,'2022/11/20 22:45:54:720',3,0.013243,0.00004,0.007383,0.188859,-1.398708,-2.58523,?,?
706,'2022/11/20 22:45:54:753',3,0.023096,0.009691,0.007768,0.188075,-1.398998,-2.585366,?,?
707,'2022/11/20 22:45:54:787',3,0.024514,0.011816,-0.003552,0.186681,-1.398743,-2.585542,?,?
708,'2022/11/20 22:45:54:820',3,0.008229,0.00104,0.004227,0.184925,-1.399212,-2.584978,?,?
709,'2022/11/20 22:45:54:853',3,-0.018599,-0.003446,-0.010608,0.184116,-1.400565,-2.584783,?,?
710,'2022/11/20 22:45:54:886',3,-0.004403,0.010852,-0.007231,0.185032,-1.399854,-2.584146,?,?
711,'2022/11/20 22:45:54:920',3,-0.001928,-0.005406,0.008405,0.186127,-1.399697,-2.582957,?,?
