@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 {0,1,2}

@data
1199,'2022/11/21 01:32:16:107',6,-0.018678,0.022574,0.026995,0.848602,-1.788924,-2.816034,?,2
1200,'2022/11/21 01:32:16:141',6,-0.040423,0.005153,0.063331,0.861163,-1.816698,-2.774987,?,2
1201,'2022/11/21 01:32:16:174',6,-0.022601,0.00668,0.061195,0.878604,-1.843973,-2.737347,?,2
1202,'2022/11/21 01:32:16:207',6,-0.0739,0.004497,0.060456,0.901096,-1.863953,-2.709485,?,2
1203,'2022/11/21 01:32:16:240',6,-0.053799,0.006284,0.090088,0.926966,-1.871449,-2.69539,?,2
1204,'2022/11/21 01:32:16:274',6,-0.017426,0.00519,0.067735,0.962148,-1.87699,-2.689183,?,2
1205,'2022/11/21 01:32:16:307',6,-0.082189,0.009901,0.060289,1.002156,-1.888819,-2.686357,?,2
1206,'2022/11/21 01:32:16:341',6,-0.072099,0.018074,0.096588,1.041992,-1.898182,-2.690594,?,2
1207,'2022/11/21 01:32:16:375',6,-0.048682,0.031012,0.072527,1.092959,-1.903921,-2.705433,?,2
1208,'2022/11/21 01:32:16:407',6,-0.068727,0.050682,0.055643,1.144823,-1.894919,-2.733765,?,2
1209,'2022/11/21 01:32:16:441',6,-0.05253,0.036582,0.081391,1.193208,-1.887332,-2.762538,?,2
1210,'2022/11/21 01:32:16:477',6,-0.031578,0.043942,0.059975,1.25083,-1.865865,-2.818158,?,2
1211,'2022/11/21 01:32:16:507',6,0.020734,0.098652,0.012394,1.30307,-1.81179,-2.904774,?,2
1212,'2022/11/21 01:32:16:540',6,-0.006857,0.064826,-0.012594,1.349473,-1.731311,-3.010826,?,2
1213,'2022/11/21 01:32:16:574',6,-0.003411,0.058213,-0.000426,1.385739,-1.641753,-3.126535,?,2
1214,'2022/11/21 01:32:16:607',6,0.001839,0.058392,0.002053,1.42138,-1.462386,2.951252,?,2
1215,'2022/11/21 01:32:16:654',6,0.031846,0.046525,-0.020311,1.442343,-1.173424,2.642592,?,2
1216,'2022/11/21 01:32:16:674',6,0.023592,0.036062,-0.015468,1.44898,-0.903038,2.350423,?,2
1217,'2022/11/21 01:32:16:719',6,0.074589,0.051643,-0.026165,1.444193,-0.634518,2.052914,?,2
1218,'2022/11/21 01:32:16:740',6,0.044848,0.047008,-0.024801,1.429591,-0.451364,1.848154,?,2
1219,'2022/11/21 01:32:16:789',6,0.117583,0.04209,0.006007,1.413648,-0.36342,1.739906,?,2
1220,'2022/11/21 01:32:16:807',6,0.114666,0.043537,0.014496,1.392169,-0.357312,1.698645,?,2
1221,'2022/11/21 01:32:16:840',6,-0.021121,0.044101,-0.007542,1.367639,-0.362005,1.680989,?,2
1222,'2022/11/21 01:32:16:874',6,-0.079854,0.01223,0.007059,1.344664,-0.345886,1.655132,?,2
1223,'2022/11/21 01:32:16:907',6,-0.034869,-0.030976,0.017937,1.324981,-0.335176,1.60699,?,2
1224,'2022/11/21 01:32:16:952',6,-0.013331,0.009116,-0.071869,1.30308,-0.309987,1.561114,?,2
1225,'2022/11/21 01:32:16:973',6,-0.023037,-0.004135,-0.075513,1.285397,-0.281421,1.529851,?,2
1226,'2022/11/21 01:32:17:007',6,0.033328,0.011985,-0.073404,1.27305,-0.269621,1.505129,?,2
1227,'2022/11/21 01:32:17:040',6,-0.039926,0.001611,-0.006811,1.266829,-0.268694,1.486434,?,2
1228,'2022/11/21 01:32:17:074',6,-0.027036,0.005813,0.038687,1.259989,-0.255232,1.460519,?,2
1229,'2022/11/21 01:32:17:107',6,0.023253,0.004903,0.077103,1.246804,-0.236674,1.424316,?,2
1230,'2022/11/21 01:32:17:140',6,0.120754,0.032279,0.064609,1.225532,-0.236446,1.410152,?,2
1231,'2022/11/21 01:32:17:174',6,0.055738,0.04383,0.071167,1.203611,-0.253653,1.413335,?,2
1232,'2022/11/21 01:32:17:207',6,0.024525,0.039891,0.071088,1.176223,-0.281572,1.420455,?,2
1233,'2022/11/21 01:32:17:263',6,0.031521,-0.010899,0.022242,1.145015,-0.308497,1.426847,?,2
1234,'2022/11/21 01:32:17:274',6,-0.075356,-0.00025,0.016293,1.117647,-0.322352,1.430184,?,2
1235,'2022/11/21 01:32:17:307',6,-0.056475,-0.0553,-0.012635,1.087692,-0.326109,1.418132,?,2
1236,'2022/11/21 01:32:17:340',6,0.010726,0.003009,-0.061164,1.064843,-0.338361,1.409729,?,2
1237,'2022/11/21 01:32:17:374',6,0.008094,0.011132,-0.08485,1.049054,-0.345425,1.411639,?,2
1238,'2022/11/21 01:32:17:407',6,-0.029537,0.00945,-0.110854,1.037676,-0.352572,1.417712,?,2
1239,'2022/11/21 01:32:17:441',6,0.055327,0.028416,-0.108282,1.037976,-0.369379,1.430156,?,2
1240,'2022/11/21 01:32:17:474',6,0.06699,0.042808,-0.065371,1.040541,-0.392085,1.453441,?,2
1241,'2022/11/21 01:32:17:507',6,0.056615,0.04367,-0.076555,1.044673,-0.423412,1.491014,?,2
1242,'2022/11/21 01:32:17:552',6,0.072004,0.059023,-0.147348,1.053497,-0.475228,1.548829,?,2
1243,'2022/11/21 01:32:17:574',6,-0.027554,0.055527,-0.144894,1.075135,-0.547712,1.618383,?,2
1244,'2022/11/21 01:32:17:609',6,0.071184,0.062229,-0.084166,1.106777,-0.650247,1.720756,?,2
1245,'2022/11/21 01:32:17:640',6,-0.027203,0.025814,0.044994,1.125203,-0.755091,1.841125,?,2
1246,'2022/11/21 01:32:17:674',6,-0.04348,0.009637,0.066503,1.133591,-0.833583,1.931991,?,2
1247,'2022/11/21 01:32:17:707',6,-0.02811,0.003988,-0.072554,1.140772,-0.913072,2.028849,?,2
1248,'2022/11/21 01:32:17:741',6,-0.035909,0.007568,-0.003683,1.149068,-1.005339,2.139969,?,2
1249,'2022/11/21 01:32:17:774',6,-0.026738,0.009807,0.004982,1.155594,-1.089938,2.238145,?,2
1250,'2022/11/21 01:32:17:817',6,0.020665,0.036081,-0.033927,1.158893,-1.192377,2.359019,?,2
1251,'2022/11/21 01:32:17:863',6,0.029721,0.025535,0.094671,1.154451,-1.286445,2.475773,?,2
1252,'2022/11/21 01:32:17:873',6,0.089681,0.054504,-0.001648,1.141273,-1.354093,2.56077,?,2
1253,'2022/11/21 01:32:17:907',6,0.010507,0.039611,0.029743,1.12056,-1.441995,2.661824,?,2
1254,'2022/11/21 01:32:17:940',6,0.077249,0.060805,-0.044256,1.096138,-1.520674,2.752545,?,2
1255,'2022/11/21 01:32:17:979',6,-0.033438,0.041762,-0.022715,1.069896,-1.590041,2.833621,?,2
1256,'2022/11/21 01:32:18:007',6,-0.043063,0.021535,0.041038,1.042168,-1.654322,2.915375,?,2
1257,'2022/11/21 01:32:18:040',6,-0.057505,-0.00347,0.034049,1.01883,-1.692048,2.97325,?,2
1258,'2022/11/21 01:32:18:073',6,-0.013794,0.000225,0.021354,1.000991,-1.71314,3.013929,?,2
1259,'2022/11/21 01:32:18:107',6,-0.01808,0.000106,-0.019588,0.979547,-1.734371,3.059096,?,2
1260,'2022/11/21 01:32:18:150',6,-0.079087,-0.01424,-0.011366,0.963259,-1.767318,3.11283,?,2
1261,'2022/11/21 01:32:18:173',6,-0.021858,0.003242,0.001456,0.951956,-1.796276,-3.124573,?,2
1262,'2022/11/21 01:32:18:207',6,-0.031639,0.00118,-0.006621,0.937836,-1.824122,-3.074215,?,2
1263,'2022/11/21 01:32:18:240',6,-0.015885,0.001384,0.035141,0.926226,-1.846828,-3.027264,?,2
1264,'2022/11/21 01:32:18:273',6,0.006868,0.015272,0.02027,0.915963,-1.867505,-2.987131,?,2
1265,'2022/11/21 01:32:18:308',6,0.003459,0.001742,0.05801,0.907004,-1.88571,-2.956488,?,2
1266,'2022/11/21 01:32:18:340',6,0.003141,-0.011796,0.182429,0.901396,-1.897595,-2.93729,?,2
1267,'2022/11/21 01:32:18:374',6,0.047004,0.013039,0.209274,0.901657,-1.8858,-2.948554,?,2
1268,'2022/11/21 01:32:18:406',6,0.040228,0.019026,0.208355,0.902822,-1.852622,-2.986422,?,2
1269,'2022/11/21 01:32:18:443',6,-0.00982,0.021181,0.171836,0.906358,-1.795636,-3.051525,?,2
1270,'2022/11/21 01:32:18:474',6,-0.008449,0.035956,0.132572,0.910734,-1.726831,-3.134549,?,2
1271,'2022/11/21 01:32:18:507',6,0.00253,0.037172,0.125905,0.911099,-1.666214,3.071117,?,2
1272,'2022/11/21 01:32:18:540',6,0.01486,0.051914,0.162979,0.906856,-1.591994,2.967959,?,2
1273,'2022/11/21 01:32:18:573',6,0.032388,0.073006,0.119812,0.894433,-1.503296,2.847602,?,2
1274,'2022/11/21 01:32:18:607',6,0.02316,0.070075,0.108497,0.874065,-1.419479,2.739239,?,2
1275,'2022/11/21 01:32:18:640',6,0.010208,0.093378,0.045146,0.84187,-1.329697,2.613932,?,2
1276,'2022/11/21 01:32:18:673',6,-0.02023,0.068666,-0.044226,0.805017,-1.25411,2.505515,?,2
1277,'2022/11/21 01:32:18:706',6,-0.063881,0.047095,-0.082214,0.776108,-1.198675,2.427336,?,2
1278,'2022/11/21 01:32:18:754',6,-0.104827,0.028192,-0.12738,0.75275,-1.159337,2.351664,?,2
1279,'2022/11/21 01:32:18:773',6,-0.113925,0.031218,-0.191115,0.742623,-1.135744,2.289771,?,2
1280,'2022/11/21 01:32:18:807',6,-0.090651,0.02502,-0.203309,0.740364,-1.109813,2.249912,?,2
1281,'2022/11/21 01:32:18:840',6,-0.085909,0.012562,-0.206676,0.747529,-1.083766,2.216742,?,2
1282,'2022/11/21 01:32:18:874',6,-0.058727,0.020027,-0.198398,0.765072,-1.061352,2.195958,?,2
1283,'2022/11/21 01:32:18:907',6,-0.14635,0.003874,-0.167064,0.789744,-1.039454,2.186859,?,2
1284,'2022/11/21 01:32:18:941',6,-0.082075,0.032446,-0.128523,0.834835,-1.019359,2.180792,?,2
1285,'2022/11/21 01:32:18:974',6,-0.103238,0.029503,-0.152226,0.89246,-1.017974,2.18717,?,2
1286,'2022/11/21 01:32:19:008',6,0.010083,0.068503,-0.085754,0.946061,-1.026602,2.201349,?,2
1287,'2022/11/21 01:32:19:055',6,0.006585,0.059715,-0.091698,1.006867,-1.053855,2.233343,?,2
1288,'2022/11/21 01:32:19:074',6,0.033215,0.09656,-0.067621,1.067399,-1.099681,2.285893,?,2
1289,'2022/11/21 01:32:19:107',6,-0.021544,0.076542,-0.072551,1.117252,-1.152836,2.347686,?,2
1290,'2022/11/21 01:32:19:140',6,0.007184,0.079832,-0.009422,1.174426,-1.227199,2.436486,?,2
1291,'2022/11/21 01:32:19:174',6,-0.018791,0.073198,0.010033,1.225427,-1.327517,2.546153,?,2
1292,'2022/11/21 01:32:19:208',6,-0.060209,0.058003,0.036729,1.26666,-1.422333,2.650377,?,2
1293,'2022/11/21 01:32:19:256',6,0.050671,0.061695,0.017413,1.307898,-1.540663,2.782344,?,2
1294,'2022/11/21 01:32:19:274',6,0.009179,0.054573,0.003031,1.339548,-1.689538,2.947065,?,2
1295,'2022/11/21 01:32:19:307',6,0.024793,0.063156,0.028933,1.359319,-1.855429,3.122754,?,2
1296,'2022/11/21 01:32:19:347',6,0.053467,0.04542,0.038226,1.366768,-2.080149,-2.934295,?,2
1297,'2022/11/21 01:32:19:382',6,-0.057346,0.031993,0.06772,1.365646,-2.287079,-2.722842,?,2
1298,'2022/11/21 01:32:19:407',6,0.018364,0.018511,0.139274,1.368313,-2.421378,-2.581562,?,2
1299,'2022/11/21 01:32:19:440',6,0.014924,0.008571,0.135649,1.373044,-2.526274,-2.474609,?,2
1300,'2022/11/21 01:32:19:474',6,0.060957,0.01295,0.10334,1.384141,-2.593701,-2.404492,?,2
1301,'2022/11/21 01:32:19:507',6,0.104879,0.036871,0.050004,1.392955,-2.60866,-2.387636,?,2
1302,'2022/11/21 01:32:19:541',6,0.154512,0.074389,-0.022314,1.394497,-2.596662,-2.404226,?,2
1303,'2022/11/21 01:32:19:574',6,0.084782,0.076378,-0.019649,1.386776,-2.55416,-2.45439,?,2
1304,'2022/11/21 01:32:19:607',6,0.069956,0.045205,0.002247,1.376949,-2.509146,-2.50668,?,2
1305,'2022/11/21 01:32:19:668',6,0.22058,0.051993,-0.002419,1.361101,-2.402164,-2.616764,?,2
1306,'2022/11/21 01:32:19:674',6,0.141784,0.107576,-0.023257,1.330251,-2.235486,-2.779491,?,2
1307,'2022/11/21 01:32:19:707',6,-0.039275,0.051101,-0.068267,1.298475,-2.148345,-2.866778,?,2
1308,'2022/11/21 01:32:19:741',6,0.134818,0.071168,-0.08638,1.250456,-2.107464,-2.917908,?,2
1309,'2022/11/21 01:32:19:774',6,-0.094062,0.023626,-0.001085,1.194282,-2.097748,-2.942575,?,2
1310,'2022/11/21 01:32:19:807',6,-0.119363,-0.047207,0.055027,1.164406,-2.090532,-2.954989,?,2
1311,'2022/11/21 01:32:19:840',6,-0.103795,-0.041548,0.000928,1.138136,-2.049658,-2.987474,?,2
1312,'2022/11/21 01:32:19:873',6,-0.236774,-0.08014,0.047017,1.12362,-2.042628,-2.996008,?,2
1313,'2022/11/21 01:32:19:907',6,-0.172685,-0.070511,0.102337,1.131915,-2.04722,-2.995622,?,2
1314,'2022/11/21 01:32:19:945',6,-0.083431,-0.037301,0.05505,1.148453,-2.033598,-3.006178,?,2
1315,'2022/11/21 01:32:19:974',6,-0.260061,-0.058751,0.096093,1.180389,-2.029948,-3.0108,?,2
1316,'2022/11/21 01:32:20:007',6,-0.004943,-0.001904,0.104934,1.228145,-2.027641,-3.018818,?,2
1317,'2022/11/21 01:32:20:041',6,-0.009041,0.011808,0.093179,1.267147,-1.990917,-3.057532,?,2
1318,'2022/11/21 01:32:20:073',6,-0.100178,0.015146,0.146157,1.318888,-1.93152,-3.127656,?,2
1319,'2022/11/21 01:32:20:107',6,0.043219,0.046302,0.091856,1.370396,-1.807021,3.015699,?,2
1320,'2022/11/21 01:32:20:141',6,-0.017473,0.036618,0.096246,1.406434,-1.625977,2.820213,?,2
1321,'2022/11/21 01:32:20:174',6,-0.006535,0.060467,0.107415,1.435121,-1.26938,2.440662,?,2
1322,'2022/11/21 01:32:20:207',6,0.010136,0.059858,0.057806,1.433788,-0.806958,1.958041,?,2
1323,'2022/11/21 01:32:20:251',6,0.023072,0.068045,0.090483,1.405841,-0.48132,1.615916,?,2
1324,'2022/11/21 01:32:20:274',6,0.02473,0.066992,0.06286,1.352196,-0.256722,1.369985,?,2
1325,'2022/11/21 01:32:20:307',6,0.036319,0.063231,0.029954,1.289266,-0.14058,1.233656,?,2
1326,'2022/11/21 01:32:20:340',6,0.006977,0.097605,0.031766,1.233012,-0.087284,1.158297,?,2
1327,'2022/11/21 01:32:20:374',6,0.060161,0.058259,-0.041534,1.171047,-0.059265,1.108962,?,2
1328,'2022/11/21 01:32:20:407',6,0.092604,0.095802,-0.088778,1.118268,-0.058589,1.085498,?,2
1329,'2022/11/21 01:32:20:441',6,0.080754,0.063959,-0.193895,1.085716,-0.072919,1.080972,?,2
1330,'2022/11/21 01:32:20:479',6,0.084969,0.080983,-0.22055,1.069081,-0.100222,1.09492,?,2
1331,'2022/11/21 01:32:20:507',6,-0.00834,0.058132,-0.159501,1.065837,-0.1324,1.125302,?,2
1332,'2022/11/21 01:32:20:553',6,-0.054323,0.041982,-0.16605,1.069527,-0.154648,1.149378,?,2
1333,'2022/11/21 01:32:20:577',6,0.077388,0.053801,-0.204948,1.085432,-0.186119,1.184235,?,2
1334,'2022/11/21 01:32:20:610',6,0.029412,0.078354,-0.189829,1.115573,-0.243413,1.251745,?,2
1335,'2022/11/21 01:32:20:641',6,-0.005881,0.067419,-0.135517,1.149159,-0.300409,1.321692,?,2
1336,'2022/11/21 01:32:20:676',6,0.047959,0.077981,-0.20918,1.196957,-0.400089,1.433457,?,2
1337,'2022/11/21 01:32:20:707',6,0.053862,0.106588,-0.173448,1.258217,-0.600815,1.640771,?,2
1338,'2022/11/21 01:32:20:740',6,-0.035352,0.11625,-0.057926,1.303375,-0.855334,1.904455,?,2
1339,'2022/11/21 01:32:20:774',6,-0.095379,0.075458,-0.017293,1.331737,-1.218906,2.281526,?,2
1340,'2022/11/21 01:32:20:807',6,-0.015273,0.097829,-0.098483,1.327465,-1.635451,2.701145,?,2
1341,'2022/11/21 01:32:20:852',6,-0.18753,0.06341,0.032709,1.298459,-1.962044,3.03495,?,2
1342,'2022/11/21 01:32:20:876',6,-0.063097,0.047799,0.036078,1.25428,-2.243948,-2.958895,?,2
1343,'2022/11/21 01:32:20:907',6,0.024295,0.049082,0.032334,1.195376,-2.430173,-2.76362,?,2
1344,'2022/11/21 01:32:20:941',6,-0.041562,0.041805,0.127376,1.14196,-2.532122,-2.649897,?,2
1345,'2022/11/21 01:32:20:974',6,-0.01772,0.027575,0.158295,1.090798,-2.61256,-2.55601,?,2
1346,'2022/11/21 01:32:21:008',6,0.003887,0.019589,0.228017,1.053856,-2.652347,-2.499168,?,2
1347,'2022/11/21 01:32:21:040',6,-0.022465,0.011659,0.239602,1.035752,-2.665699,-2.472118,?,2
1348,'2022/11/21 01:32:21:074',6,0.020136,0.008917,0.260017,1.03242,-2.672187,-2.456059,?,2
1349,'2022/11/21 01:32:21:107',6,0.023322,0.012105,0.227731,1.048311,-2.655239,-2.464977,?,2
1350,'2022/11/21 01:32:21:153',6,0.044282,0.030256,0.173875,1.073048,-2.625063,-2.490384,?,2
1351,'2022/11/21 01:32:21:176',6,0.024382,0.042442,0.162182,1.108253,-2.574758,-2.539785,?,2
1352,'2022/11/21 01:32:21:207',6,-0.005118,0.043822,0.199391,1.150824,-2.512108,-2.613658,?,2
1353,'2022/11/21 01:32:21:241',6,-0.000103,0.059902,0.164631,1.195795,-2.424013,-2.711125,?,2
1354,'2022/11/21 01:32:21:274',6,0.007876,0.061267,0.142217,1.250946,-2.238789,-2.894825,?,2
1355,'2022/11/21 01:32:21:307',6,-0.049409,0.06359,0.142115,1.2954,-1.95123,3.105142,?,2
1356,'2022/11/21 01:32:21:340',6,-0.02553,0.087653,0.109441,1.316381,-1.624945,2.776197,?,2
1357,'2022/11/21 01:32:21:374',6,0.01813,0.096462,0.080024,1.302003,-1.218132,2.365423,?,2
1358,'2022/11/21 01:32:21:407',6,0.014311,0.103474,0.043475,1.250272,-0.903571,2.044187,?,2
1359,'2022/11/21 01:32:21:452',6,-0.0274,0.102302,0.003544,1.192671,-0.728876,1.853408,?,2
1360,'2022/11/21 01:32:21:474',6,-0.043549,0.085334,-0.040494,1.122368,-0.591357,1.695616,?,2
1361,'2022/11/21 01:32:21:507',6,-0.039349,0.092322,-0.099312,1.055453,-0.493892,1.580304,?,2
1362,'2022/11/21 01:32:21:540',6,-0.025701,0.025,-0.180491,1.003732,-0.442049,1.501555,?,2
1363,'2022/11/21 01:32:21:574',6,-0.095676,0.04371,-0.087215,0.975608,-0.4192,1.44461,?,2
1364,'2022/11/21 01:32:21:607',6,0.116596,0.089541,-0.130472,0.945141,-0.395407,1.387866,?,2
1365,'2022/11/21 01:32:21:641',6,0.21802,0.053031,-0.234348,0.918891,-0.39535,1.373006,?,2
1366,'2022/11/21 01:32:21:674',6,0.136081,0.089136,-0.181575,0.907088,-0.411706,1.391424,?,2
1367,'2022/11/21 01:32:21:707',6,0.036502,0.061555,-0.138923,0.904998,-0.444013,1.430317,?,2
1368,'2022/11/21 01:32:21:763',6,0.064312,0.056427,-0.147675,0.91519,-0.501742,1.489088,?,2
1369,'2022/11/21 01:32:21:774',6,-0.019598,0.028023,-0.023196,0.925815,-0.551256,1.545448,?,2
1370,'2022/11/21 01:32:21:819',6,-0.018581,0.023577,-0.008789,0.927456,-0.589722,1.601157,?,2
1371,'2022/11/21 01:32:21:840',6,0.060058,0.022,-0.071654,0.930149,-0.634529,1.659868,?,2
1372,'2022/11/21 01:32:21:874',6,0.083024,0.056705,-0.122425,0.938839,-0.699525,1.729308,?,2
1373,'2022/11/21 01:32:21:916',6,-0.055534,0.023467,0.011497,0.953232,-0.772318,1.816707,?,2
1374,'2022/11/21 01:32:21:940',6,0.083625,0.039876,-0.044453,0.961725,-0.843891,1.901282,?,2
1375,'2022/11/21 01:32:21:974',6,0.127573,0.055063,-0.132338,0.964138,-0.935173,2.001257,?,2
1376,'2022/11/21 01:32:22:011',6,-0.049042,0.048347,-0.062253,0.965716,-1.051596,2.137906,?,2
1377,'2022/11/21 01:32:22:040',6,-0.034552,0.060759,-0.016348,0.966316,-1.153264,2.268741,?,2
1378,'2022/11/21 01:32:22:074',6,0.03752,0.06231,-0.053286,0.960586,-1.245143,2.384501,?,2
1379,'2022/11/21 01:32:22:107',6,-0.032487,0.049417,0.01788,0.949282,-1.365348,2.526185,?,2
1380,'2022/11/21 01:32:22:141',6,-0.084576,0.028696,0.082115,0.93676,-1.466406,2.650261,?,2
1381,'2022/11/21 01:32:22:174',6,-0.022803,0.013715,0.076129,0.924858,-1.529436,2.732907,?,2
1382,'2022/11/21 01:32:22:207',6,0.004273,0.020927,0.017509,0.905279,-1.599924,2.82241,?,2
1383,'2022/11/21 01:32:22:240',6,-0.104206,-0.014713,0.124967,0.888682,-1.666356,2.903062,?,2
1384,'2022/11/21 01:32:22:274',6,-0.033655,-0.017419,0.096815,0.880439,-1.706163,2.954283,?,2
1385,'2022/11/21 01:32:22:307',6,0.016988,0.012182,0.097242,0.86656,-1.730225,2.999629,?,2
1386,'2022/11/21 01:32:22:350',6,-0.045832,-0.014107,0.18011,0.854975,-1.744318,3.027351,?,2
1387,'2022/11/21 01:32:22:374',6,-0.078506,-0.037395,0.248059,0.85632,-1.739364,3.027956,?,2
1388,'2022/11/21 01:32:22:407',6,0.083108,0.020187,0.327126,0.859766,-1.692078,2.986019,?,2
1389,'2022/11/21 01:32:22:441',6,0.04885,0.023306,0.328366,0.858047,-1.606067,2.894646,?,2
1390,'2022/11/21 01:32:22:474',6,0.036793,0.065517,0.183174,0.852542,-1.509858,2.792154,?,2
1391,'2022/11/21 01:32:22:507',6,0.069778,0.077685,0.042314,0.831156,-1.3954,2.675621,?,2
1392,'2022/11/21 01:32:22:541',6,-0.005875,0.025438,0.038428,0.802291,-1.318195,2.581765,?,2
1393,'2022/11/21 01:32:22:574',6,-0.045058,0.04368,0.052821,0.779281,-1.261635,2.506601,?,2
1394,'2022/11/21 01:32:22:609',6,-0.065038,0.037178,-0.00675,0.750513,-1.188756,2.419261,?,2
1395,'2022/11/21 01:32:22:645',6,-0.06435,0.040135,-0.049802,0.724818,-1.121518,2.332407,?,2
1396,'2022/11/21 01:32:22:674',6,-0.062855,0.0282,-0.03574,0.705713,-1.07523,2.266219,?,2
1397,'2022/11/21 01:32:22:707',6,-0.00518,0.049574,-0.150344,0.687229,-1.036127,2.198372,?,2
1398,'2022/11/21 01:32:22:740',6,0.018051,0.01543,-0.162751,0.673183,-1.007853,2.155131,?,2
1399,'2022/11/21 01:32:22:774',6,-0.039907,0.005046,-0.127276,0.667331,-0.98963,2.128267,?,2
1400,'2022/11/21 01:32:22:807',6,0.002642,0.035579,-0.067847,0.665876,-0.97192,2.100664,?,2
1401,'2022/11/21 01:32:22:853',6,0.017282,0.018548,-0.077037,0.666552,-0.964729,2.083528,?,2
1402,'2022/11/21 01:32:22:874',6,0.013704,0.004722,0.012161,0.66859,-0.956263,2.072589,?,2
1403,'2022/11/21 01:32:22:907',6,0.059086,0.024505,-0.032711,0.667083,-0.942359,2.057952,?,2
1404,'2022/11/21 01:32:22:951',6,0.080187,0.022222,-0.080062,0.664433,-0.935569,2.057015,?,2
1405,'2022/11/21 01:32:22:974',6,0.021398,0.017664,-0.045852,0.665524,-0.938573,2.066568,?,2
1406,'2022/11/21 01:32:23:008',6,-0.012815,0.012667,0.022355,0.668,-0.942656,2.078115,?,2
1407,'2022/11/21 01:32:23:040',6,0.010134,0.008157,0.011501,0.668689,-0.942147,2.08603,?,2
1408,'2022/11/21 01:32:23:092',6,-0.023044,-0.017385,0.019837,0.668904,-0.941608,2.092278,?,2
1409,'2022/11/21 01:32:23:116',6,0.009743,-0.005093,0.017812,0.669655,-0.940927,2.097538,?,2
1410,'2022/11/21 01:32:23:140',6,0.003639,-0.014967,0.023838,0.670626,-0.940825,2.102986,?,2
1411,'2022/11/21 01:32:23:178',6,-0.007348,-0.018251,0.035594,0.671128,-0.941272,2.11123,?,2
1412,'2022/11/21 01:32:23:207',6,0.006674,-0.011357,0.016121,0.671359,-0.939768,2.115496,?,2
1413,'2022/11/21 01:32:23:242',6,-0.016995,-0.012229,0.016176,0.67237,-0.940566,2.12129,?,2
1414,'2022/11/21 01:32:23:275',6,-0.002059,0.002039,0.018522,0.673972,-0.941719,2.126566,?,2
1415,'2022/11/21 01:32:23:307',6,-0.003722,-0.002744,0.034053,0.675252,-0.941266,2.128849,?,2
1416,'2022/11/21 01:32:23:344',6,-0.006361,-0.00314,0.009068,0.676662,-0.941058,2.129404,?,2
1417,'2022/11/21 01:32:23:374',6,0.012188,0.00353,-0.008615,0.678094,-0.939802,2.129539,?,2
